CD4Tconv	Fibroblasts	Malignant	DC
VEZF1	0	0	0.25	0
RIMKLB	0	0	0.25	0
NT5DC1	0	0	0.25	0
DNAL4	0	0	0.25	0
RDH14	0	0	0.25	0
PRMT5	0	0	0.25	0
HSD17B8	0	0	0.25	0
NSL1	0	0	0.25	0
CETN2	0	0	0.25	0
RARG	0	0	0.25	0
AAMP	0	0	0.33	0
ACAP2	0	0	0.42	0
PDCD7	0	0	0.25	0
LPCAT3	0	0	0.26	0
NMRAL1	0	0	0.26	0
REST	0	0	0.28	0
DDX54	0	0	0.26	0
NELFE	0	0	0.31	0
MRPS28	0	0	0.27	0
ACBD6	0	0	0.25	0
USP22	0	0	0.27	0
FAM136A	0	0	0.27	0
PTPN11	0	0	0.26	0
IMMT	0	0	0.26	0
LINS1	0	0	0.45	0
PSMB4	0	0	0.35	0
ZNF322	0	0	0.27	0
TARSL2	0	0	0.73	0
FLYWCH2	0	0	0.26	0
MRPL28	0	0	0.29	0
NOP56	0	0	0.26	0
RNF114	0	0	0.3	0
AAMDC	0	0	1.37	0
ZFAND1	0	0	0.26	0
SRSF1	0	0	0.27	0
SEC63	0	0	0.26	0
NDUFA9	0	0	0.27	0
NOLC1	0	0	0.25	0
LRRK1	0	0	0.26	0
XRN1	0	0	0.27	0
CARS	0	0	0.28	0
VBP1	0	0	0.26	0
PSMD1	0	0	0.25	0
PSMD3	0	0	0.25	0
HNRNPL	0	0	0.27	0
NDUFS2	0	0	0.26	0
TPD52L2	0	0	0.25	0
WBP11	0	0	0.32	0
RBBP6	0	0	0.3	0
RB1CC1	0	0	0.25	0
EIF1AX	0	0	0.28	0
ANKLE2	0	0	0.27	0
PSMB7	0	0	0.26	0
TIMM17B	0	0	0.31	0
MEF2A	0	0	1.01	0
MAPRE1	0	0	0.28	0
BRK1	0	0	-0.26	0
NDUFS7	0	0	-0.28	0
SLFN5	0	0	-0.27	0
FOXN3	0	0	-0.26	0
ST3GAL1	0	0	-0.26	0
MOB3A	0	0	-0.25	0
TNIP2	0	0	-0.26	0
PHF11	0	0	-0.26	0
SPTSSB	0	0	1.66	0
LGR6	0	0	1.25	0
SNX1	0	0	1	0
IBTK	0	0	0.93	0
CCDC91	0	0	0.91	0
YWHAG	0	0	0.83	0
TMEM181	0	0	0.81	0
PIK3C2G	0	0	0.81	0
TNFRSF11B	0	0	0.79	0
FAM132A	0	0	0.79	0
COL9A1	0	0	0.74	0
MAGEA4	0	0	0.73	0
AARD	0	0	0.72	0
TP53TG1	0	0	0.7	0
CTBP2	0	0	0.69	0
KRIT1	0	0	0.68	0
CLDN12	0	0	0.67	0
SLC26A2	0	0	0.67	0
PDCD11	0	0	0.66	0
CHRM3	0	0	0.66	0
STYXL1	0	0	0.65	0
EDAR	0	0	0.65	0
LINC00987	0	0	0.64	0
GGT7	0	0	0.64	0
ETNK1	0	0	0.61	0
COPS7A	0	0	0.59	0
RASSF8-AS1	0	0	0.59	0
CSPG4	0	0	0.58	0
EMC10	0	0	0.58	0
GCAT	0	0	0.58	0
CD164	0	0	0.57	0
SNX22	0	0	0.57	0
ACSS1	0	0	0.57	0
BORCS5	0	0	0.57	0
MPZ	0	0	0.57	0
DLX5	0	0	0.57	0
SLC6A15	0	0	0.57	0
DERA	0	0	0.57	0
EMG1	0	0	0.56	0
PADI2	0	0	0.56	0
MFI2	0	0	0.55	0
AP3M2	0	0	0.55	0
GSTA4	0	0	0.53	0
ZNF292	0	0	0.53	0
CRISPLD1	0	0	0.52	0
TIAM2	0	0	0.52	0
HGSNAT	0	0	0.52	0
PRKCSH	0	0	0.52	0
EMID1	0	0	0.51	0
USP5	0	0	0.51	0
DTNB	0	0	0.51	0
PEX5	0	0	0.5	0
ACTR3B	0	0	0.49	0
FAM133B	0	0	0.48	0
SYNGR1	0	0	0.47	0
CLMN	0	0	0.47	0
THNSL2	0	0	0.46	0
NECAP1	0	0	0.46	0
PCMTD2	0	0	0.46	0
KAT6A	0	0	0.46	0
PCSK1	0	0	0.46	0
POMZP3	0	0	0.46	0
MOSPD3	0	0	0.46	0
CMTM5	0	0	0.45	0
CYHR1	0	0	0.45	0
CECR5	0	0	0.44	0
PROM1	0	0	0.44	0
SHISA2	0	0	0.44	0
TMEM68	0	0	0.44	0
PEG10	0	0	0.44	0
GTPBP10	0	0	0.44	0
LYRM5	0	0	0.43	0
TMEM256	0	0	0.43	0
TMEM99	0	0	0.43	0
LOXL4	0	0	0.43	0
EBAG9	0	0	0.42	0
BET1	0	0	0.42	0
TAF6	0	0	0.42	0
PCSK1N	0	0	0.42	0
TGS1	0	0	0.42	0
FZD7	0	0	0.41	0
WDR61	0	0	0.4	0
ZC2HC1A	0	0	0.4	0
CCDC14	0	0	0.4	0
CCNC	0	0	0.39	0
SHMT1	0	0	0.39	0
NCALD	0	0	0.39	0
NAA38	0	0	0.39	0
CPXM2	0	0	0.39	0
C11orf1	0	0	0.39	0
TRPS1	0	0	0.39	0
PON3	0	0	0.39	0
ASNS	0	0	0.39	0
TRPC4	0	0	0.39	0
GLOD4	0	0	0.39	0
CREBL2	0	0	0.38	0
GTF2IRD2B	0	0	0.38	0
ZNF3	0	0	0.38	0
ZDHHC4	0	0	0.38	0
PEX1	0	0	0.37	0
GNGT1	0	0	0.37	0
GATAD1	0	0	0.37	0
DDX47	0	0	0.37	0
PHC1	0	0	0.37	0
U2AF1L5	0	0	0.36	0
LRRC58	0	0	0.36	0
CYP51A1	0	0	0.36	0
IL17RE	0	0	0.36	0
TFB1M	0	0	0.36	0
BOP1	0	0	0.36	0
KLHL42	0	0	0.36	0
SLC4A7	0	0	0.36	0
SEPT5	0	0	0.36	0
NKX2-5	0	0	0.35	0
DZANK1	0	0	0.35	0
TF	0	0	0.35	0
ADSL	0	0	0.34	0
EFHC1	0	0	0.34	0
TOM1L1	0	0	0.34	0
MFSD3	0	0	0.34	0
RPA1	0	0	0.34	0
ARMC1	0	0	0.34	0
PEMT	0	0	0.34	0
KIAA1324	0	0	0.34	0
ATN1	0	0	0.34	0
SLC34A2	0	0	0.34	0
PNMAL1	0	0	0.33	0
ASUN	0	0	0.33	0
OTUD6B-AS1	0	0	0.33	0
MRPL24	0	0	0.33	0
ARSJ	0	0	0.33	0
DRG1	0	0	0.33	0
RBM48	0	0	0.33	0
NIT2	0	0	0.33	0
ABTB1	0	0	0.33	0
CHRAC1	0	0	0.33	0
LOH12CR2	0	0	0.33	0
LYPD5	0	0	0.33	0
SLC25A40	0	0	0.33	0
MUT	0	0	0.32	0
GSTO2	0	0	0.32	0
DCAF13	0	0	0.32	0
RP11-295M3	0	0	0.32	0
SDHAF3	0	0	0.32	0
AFMID	0	0	0.32	0
STK3	0	0	0.32	0
B9D1	0	0	0.32	0
FAM207A	0	0	0.32	0
ATIC	0	0	0.32	0
DNAJC30	0	0	0.32	0
PLEKHB1	0	0	0.32	0
ZNF655	0	0	0.32	0
TMEM220	0	0	0.32	0
ZIC1	0	0	0.32	0
FBXO9	0	0	0.31	0
FAM19A5	0	0	0.31	0
MTERF1	0	0	0.31	0
PRTFDC1	0	0	0.31	0
C8orf33	0	0	0.31	0
SUCO	0	0	0.31	0
SLC41A3	0	0	0.31	0
PYCR2	0	0	0.31	0
PPP1R16A	0	0	0.31	0
ZNF7	0	0	0.31	0
CLSTN3	0	0	0.31	0
MAOB	0	0	0.31	0
INTS10	0	0	0.31	0
CECR7	0	0	0.31	0
TATDN1	0	0	0.31	0
HAND2-AS1	0	0	0.31	0
UFL1	0	0	0.31	0
TAGLN3	0	0	0.3	0
NT5C3B	0	0	0.3	0
TBC1D17	0	0	0.3	0
LINC01006	0	0	0.3	0
SAV1	0	0	0.3	0
TOP1MT	0	0	0.3	0
LRRC23	0	0	0.3	0
RPUSD3	0	0	0.3	0
RP11-283G6	0	0	0.3	0
ANKRD54	0	0	0.3	0
TMTC1	0	0	0.3	0
PIGP	0	0	0.3	0
FAM66C	0	0	0.3	0
ENTPD2	0	0	0.29	0
SAMM50	0	0	0.29	0
TMEM254	0	0	0.29	0
PYROXD2	0	0	0.29	0
PIANP	0	0	0.29	0
FARSB	0	0	0.29	0
TBL2	0	0	0.29	0
POLDIP3	0	0	0.29	0
KLK5	0	0	0.29	0
ZNF384	0	0	0.29	0
POM121C	0	0	0.29	0
CRELD1	0	0	0.29	0
HIBADH	0	0	0.29	0
IL20RA	0	0	0.29	0
ARFRP1	0	0	0.29	0
FAM84B	0	0	0.29	0
AEBP2	0	0	0.29	0
CMTM8	0	0	0.29	0
ANKRD46	0	0	0.29	0
TRIM4	0	0	0.29	0
EFCAB1	0	0	0.29	0
LPGAT1	0	0	0.28	0
EPHA7	0	0	0.28	0
ATP8A2	0	0	0.28	0
LRRN1	0	0	0.28	0
LINC00472	0	0	0.28	0
PES1	0	0	0.28	0
ACSS2	0	0	0.28	0
KCTD14	0	0	0.28	0
ALDH6A1	0	0	0.28	0
LINC00665	0	0	0.28	0
NOS1AP	0	0	0.28	0
TCF7L1	0	0	0.27	0
APOO	0	0	0.27	0
MAP9	0	0	0.27	0
SLC5A6	0	0	0.27	0
SNUPN	0	0	0.27	0
IFT52	0	0	0.27	0
DNTTIP1	0	0	0.27	0
TM9SF4	0	0	0.27	0
LINC00863	0	0	0.27	0
PPP1R35	0	0	0.27	0
POU6F2	0	0	0.27	0
LIMK2	0	0	0.27	0
TP53RK	0	0	0.27	0
HPS4	0	0	0.27	0
MMP16	0	0	0.27	0
TASP1	0	0	0.26	0
ZHX1	0	0	0.26	0
ANKRD6	0	0	0.26	0
SLC6A14	0	0	0.26	0
HOXA7	0	0	0.26	0
PIGC	0	0	0.26	0
ANKRD26	0	0	0.26	0
NELFA	0	0	0.26	0
MRPL45	0	0	0.26	0
MINPP1	0	0	0.26	0
RPF2	0	0	0.26	0
RP9	0	0	0.26	0
ZMYND8	0	0	0.26	0
JMJD4	0	0	0.26	0
NPM3	0	0	0.26	0
RAB6B	0	0	0.26	0
MEX3A	0	0	0.26	0
TKFC	0	0	0.26	0
OVOS2	0	0	0.26	0
SMPD2	0	0	0.26	0
PTPRZ1	0	0	0.25	0
PNPLA4	0	0	0.25	0
PIGS	0	0	0.25	0
FAM217B	0	0	0.25	0
KRCC1	0	0	0.25	0
IVD	0	0	0.25	0
AP4M1	0	0	0.25	0
TOMM34	0	0	0.25	0.38
OARD1	0	0	0.29	0
TIA1	0	0	0.3	0
PHF20L1	0	0	0.36	0
GANAB	0	0	0.29	0
COPG1	0	0	0.31	0
LYRM2	0	0	0.25	0
PITPNB	0	0	0.32	0
MRPL15	0	0	0.29	0
TXN2	0	0	0.35	0
SDAD1	0	0	0.28	0
HOOK3	0	0	0.36	0
CTSV	0	0	0.25	0
YIPF4	0	0	0.33	0
TROVE2	0	0	0.31	0
ATP6V1H	0	0	0.28	0
MPLKIP	0	0	0.31	0
SMIM19	0	0	0.29	0
ATXN1	0	0	0.25	0
ITFG1	0	0	0.28	0
EGR4	0	0	0.25	0
PNKD	0	0	0.32	0
SLC25A11	0	0	0.28	0
MED30	0	0	0.29	0
SF3B5	0	0	0.37	0
LRPPRC	0	0	0.26	0
CDKN2AIP	0	0	0.29	0
LARS	0	0	0.25	0
UBL7	0	0	0.25	0
CRELD2	0	0	0.38	0
TCP1	0	0	0.34	0
SFT2D1	0	0	0.28	0
ARF1	0	0	0.3	0
BFAR	0	0	0.26	0
PPP2R2A	0	0	0.26	0
UBE3A	0	0	0.27	0
AZIN1	0	0	0.34	0
DARS	0	0	0.26	0
HSD17B10	0	0	0.26	0
C1orf43	0	0	0.28	0
CNOT2	0	0	0.27	0
NSMCE4A	0	0	0.26	0
PTP4A2	0	0	-0.38	0.4
IFI44	0	0	-0.29	0
MAP7D1	0	0	-0.3	0
UBE2A	0	0	-0.37	0
WNK1	0	0	-0.36	0
LNPEP	0	0	-0.31	0
TPGS1	0	0	-0.26	0
TRADD	0	0	-0.25	0
SAMD9L	0	0	-0.28	0
TCF25	0	0	-0.33	0
IFIT1	0	0	-0.29	0
SH3GLB1	0	0	-0.34	0
ATG12	0	0	-0.29	0
TMED5	0	0	-0.3	0
EPS15	0	0	-0.27	0
GLS	0	0	-0.26	0.27
RSAD2	0	0	-0.25	0
EIF4G2	0	0	-0.27	0
MIER1	0	0	-0.29	0
CHMP5	0	0	-0.3	0
PRDM2	0	0	-0.29	0
COQ10B	0	0	-0.25	0
ALG13	0	0	-0.27	0
SCGB3A1	0	0	4.4	0
PIGR	0	0	2.51	0
AZGP1	0	0	2.44	0
TCN1	0	0	1.58	0
MSMB	0	0	1.49	0
FOLR1	0	0	1.33	0
CCL28	0	0	1.15	0
TRIM31	0	0	0.96	0
TMC5	0	0	0.86	0
MLPH	0	0	0.84	0
TSPAN8	0	0	0.77	0
GABRP	0	0	0.76	0
SLC44A4	0	0	0.72	0
MUC16	0	0	0.71	0
CEACAM1	0	0	0.61	0
TFCP2L1	0	0	0.58	0
B3GNT3	0	0	0.57	0
SPDEF	0	0	0.57	0
LURAP1L	0	0	0.54	0
PRR15L	0	0	0.53	0
PLEKHS1	0	0	0.52	0
HOTAIRM1	0	0	0.47	0
MTA1	0	0	0.46	0
ST6GALNAC1	0	0	0.46	0
GPRC5C	0	0	0.45	0
C4orf19	0	0	0.44	0
LIF	0	0	0.43	0
SLITRK6	0	0	0.42	0
TJP3	0	0	0.41	0
RASSF7	0	0	0.4	0
ERN2	0	0	0.4	0
EVA1C	0	0	0.39	0
FAM46B	0	0	0.39	0
BBOX1	0	0	0.39	0
PART1	0	0	0.36	0
TMEM125	0	0	0.35	0
PLA2G10	0	0	0.35	0
PLLP	0	0	0.35	0
CHKA	0	0	0.34	0
GATM	0	0	0.34	0
TMEM63A	0	0	0.33	0
NAALADL2	0	0	0.32	0
GLYATL2	0	0	0.32	0
RHPN2	0	0	0.32	0
CNKSR1	0	0	0.32	0
NEBL	0	0	0.32	0
VSTM2L	0	0	0.31	0
SLC4A11	0	0	0.31	0
CCNO	0	0	0.31	0
LRP5	0	0	0.31	0
CITED4	0	0	0.3	0
LGALS4	0	0	0.3	0
SHROOM3	0	0	0.3	0
RAB17	0	0	0.29	0
INSR	0	0	0.29	0
GGT6	0	0	0.29	0
IFT172	0	0	0.29	0
ANK3	0	0	0.29	0
ARFGEF3	0	0	0.28	0
INHBB	0	0	0.28	0
CYP4X1	0	0	0.28	0
SLC5A1	0	0	0.28	0
LLGL2	0	0	0.28	0
SH3BGRL2	0	0	0.27	0
CGN	0	0	0.27	0
ABO	0	0	0.27	0
MESP1	0	0	0.26	0
PKP2	0	0	0.26	0
MYO5C	0	0	0.26	0
ATP6V1B1	0	0	0.26	0
ATP2C2	0	0	0.25	0
EPB41L1	0	0	0.25	0
CDH6	0	0	0.27	0
INADL	0	0	0.25	0
EIF4EBP3	0	0	0.39	0
PER2	0	0	0.27	0
THEM6	0	0	0.3	0
BCL2L1	0	0	0.4	0
SIPA1	0	0	0.29	0
PAK4	0	0	0.25	0
ADGRG1	0	0	0.26	0
BHLHE41	0	0	0.25	0
HDHD3	0	0	0.26	0
TMBIM6	0	0	0.39	0
BSCL2	0	0	0.26	0
TMEM141	0	0	0.31	0
CLINT1	0	0	0.29	0
GOLGB1	0	0	0.31	0
NPTN	0	0	0.32	0
SERTAD3	0	0	0.28	0
ALKBH7	0	0	0.26	0
CHMP2A	0	0	0.27	0
AK2	0	0	0.26	0
PHTF2	0	0	-0.26	0
CSDE1	0	0	0.43	0
MRPL18	0	0	-0.36	0
FST	0	0	0.96	0
FGFBP2	0	0	0.55	0
UGT1A6	0	0	0.52	0
GAL	0	0	0.48	0
COA6	0	0	0.47	0
LAMA3	0	0	0.38	0
SLC7A8	0	0	0.37	0
NEFL	0	0	0.36	0
ME1	0	0	0.35	0
ATP5H	0	0	0.34	0
C7orf73	0	0	0.34	0
TP53AIP1	0	0	0.33	0
DCUN1D1	0	0	0.32	0
TRIM16L	0	0	0.31	0
CYP4F11	0	0	0.31	0
PLEKHA1	0	0	0.3	0
NXPH4	0	0	0.3	0
GSTM4	0	0	0.3	0
AK4	0	0	0.3	0
MRPS33	0	0	0.29	0
F12	0	0	0.28	0
FOXE1	0	0	0.28	0
CBLC	0	0	0.27	0
WDR66	0	0	0.27	0
PTRHD1	0	0	0.27	0
RNF168	0	0	0.27	0
KCNMB2-AS1	0	0	0.27	0
PGLS	0	0	0.27	0.29
MKKS	0	0	0.27	0
SPR	0	0	0.26	0
TRAF7	0	0	0.26	0
COX16	0	0	0.26	0
SLC25A1	0	0	0.26	0
TCTEX1D2	0	0	0.26	0
FAM83B	0	0	0.26	0
MTCH2	0	0	0.25	0
CCAT1	0	0	0.25	0
PREX1	0	0	-0.25	0
ARRDC3	0	0	-0.25	0
PNRC2	0	0	-0.3	0
PPP4R2	0	0	-0.26	0
DHRS2	0	0	0.57	0
PSMD4	0	0	0.51	0
MRPL37	0	0	0.5	0
TPRKB	0	0	0.46	0
PPIH	0	0	0.46	0
CCDC124	0	0	0.45	0
UQCC3	0	0	0.44	0
NOP16	0	0	0.43	0
COX20	0	0	0.43	0
MRPS17	0	0	0.42	0
PSMG3	0	0	0.41	0
UFD1L	0	0	0.41	0
RAD23A	0	0	0.39	0
MRPS23	0	0	0.39	0
PAM16	0	0	0.39	0
EIF2S1	0	0	0.38	0
RAD23B	0	0	0.38	0
PLGRKT	0	0	0.38	0
PFDN6	0	0	0.37	0
PSMG1	0	0	0.37	0
BCCIP	0	0	0.37	0
CCDC58	0	0	0.36	0
BCL2L12	0	0	0.36	0
AIMP2	0	0	0.36	0
PSMD7	0	0	0.36	0
PSMD14	0	0	0.35	0
CISD3	0	0	0.34	0
SURF2	0	0	0.34	0
PTGES2	0	0	0.34	0
TIMM50	0	0	0.34	0
SIGMAR1	0	0	0.34	0
CDCA8	0	0	0.34	0
MRPL55	0	0	0.33	0
RUSC1	0	0	0.33	0
TBCA	0	0	0.33	0
MAGOH	0	0	0.32	0
C19orf70	0	0	0.32	0
TIMM8B	0	0	0.32	0
PYGL	0	0	0.32	0
MRPL2	0	0	0.32	0
EBP	0	0	0.32	0
CMSS1	0	0	0.32	0
GTF2H5	0	0	0.32	0
MTX1	0	0	0.32	0
SDHB	0	0	0.31	0
CHCHD5	0	0	0.31	0
NAE1	0	0	0.31	0
CSE1L	0	0	0.31	0
MRPS2	0	0	0.31	0
DHRS4L2	0	0	0.31	0
POLE3	0	0	0.31	0
PUM3	0	0	0.3	0
HRAS	0	0	0.3	0
YDJC	0	0	0.3	0
RPL26L1	0	0	0.3	0
MCUR1	0	0	0.3	0
SSSCA1	0	0	0.3	0
MND1	0	0	0.3	0
MALSU1	0	0	0.3	0
C11orf98	0	0	0.3	0
MRPL27	0	0	0.3	0
PSMC1	0	0	0.3	0
KNSTRN	0	0	0.3	0
MYCBP	0	0	0.29	0
FH	0	0	0.29	0
COPS5	0	0	0.29	0
PGP	0	0	0.29	0
TTLL12	0	0	0.29	0
GLRX5	0	0	0.29	0
RANGAP1	0	0	0.29	0
FAM195A	0	0	0.29	0
AURKA	0	0	0.29	0
BTF3L4	0	0	0.29	0
BAIAP2L2	0	0	0.29	0
FARSA	0	0	0.29	0
PSMC4	0	0	0.29	0
TIMM9	0	0	0.29	0
NUP37	0	0	0.28	0
NDUFAF4	0	0	0.28	0
CS	0	0	0.28	0
WDR18	0	0	0.28	0
UCHL3	0	0	0.28	0
UBAC1	0	0	0.28	0
MCTS1	0	0	0.28	0
PDZD11	0	0	0.27	0
DAP3	0	0	0.27	0
CDC6	0	0	0.27	0
GOT1	0	0	0.27	0
BCAT2	0	0	0.27	0
MRPS10	0	0	0.27	0
EMC9	0	0	0.27	0
FLAD1	0	0	0.27	0
LINC00116	0	0	0.26	0
CCDC86	0	0	0.26	0
RBM17	0	0	0.26	0
PSME3	0	0	0.26	0
ELAVL1	0	0	0.26	0
GTPBP4	0	0	0.26	0
CBWD7	0	0	0.26	0
DAZAP1	0	0	0.26	0
RACGAP1	0	0	0.26	0
TIMM23	0	0	0.26	0
HINT2	0	0	0.26	0
MRPS25	0	0	0.26	0
PNO1	0	0	0.26	0
KIF2C	0	0	0.26	0
MTL5	0	0	0.25	0
GPSM2	0	0	0.25	0
ITPA	0	0	0.25	0
TIMM17A	0	0	0.25	0
SAC3D1	0	0	0.25	0
RP11-345J4	0	0	0.25	0
HSPBP1	0	0	0.25	0
NTPCR	0	0	0.25	0
KXD1	0	0	0.25	0
CREBRF	0	0	-0.26	0
AFF4	0	0	-0.3	0
TGOLN2	0	0	-0.28	0
VAMP2	0	0	-0.26	0
PHYKPL	0	0	-0.27	0
PIAS1	0	0	-0.26	0
DNAJC3	0	0	-0.25	0
SYNRG	0	0	-0.26	0
CGGBP1	0	0	-0.26	0
NKTR	0	0	-0.26	0
RAB9A	0	0	-0.29	0.72
JMJD6	0	0	-0.26	0
IGLV2-8	0	0	0	0
IGKV4-1	0	0	0	0
IGLV2-23	0	0	0	0
IGKV3-15	0	0	0	0
IGLV1-40	0	0	0	0
IGLV1-51	0	0	0	0
IGLV1-47	0	0	0	0
IGLV3-25	0	0	0	0
IGKV3-11	0	0	0	0
IGLV3-19	0	0	0	0
IGLV3-10	0	0	0	0
IGLV3-1	0	0	0	0
IGLV6-57	0	0	0	0
IGLV2-11	0	0	0	0
IGLV1-44	0	0	0	0
IGKV1-9	0	0	0	0
IGKV1-27	0	0	0	0
IGHV5-51	0	0	0	0
IGHV1-18	0	0	0	0
IGHV4-39	0	0	0	0
CH17-262H11	0	0	0	0
IGHV3-21	0	0	0	0
IGHV4-34	0	0	0	0
IGHV3-23	0	0	0	0
IGKV1-17	0	0	0	0
IGKV3D-15	0	0	0	0
IGLV3-21	0	0	0	0
IGHV1-46	0	0	0	0
IGHV1-2	0	0	0	0
IGHV3-48	0	0	0	0
IGHV3-7	0	0	0	0
IGKV1-16	0	0	0	0
IGHV3-74	0	0	0	0
IGHV1-3	0	0	0	0
IGHV3-30	0	0	0	0
IGHV1-69-2	0	0	0	0
IGHV2-5	0	0	0	0
IGKV1-6	0	0	0	0
IGHV4-59	0	0	0	0
IGKV2-30	0	0	0	0
IGKV3D-20	0	0	0	0
IGKV1D-13	0	0	0	0
IGHV3-33	0	0	0	0
IGHG1	0	0	0	-0.77
IGLV3-9	0	0	0	0
IGHV3-11	0	0	0	0
IGHV1-24	0	0	0	0
IGKV1D-39	0	0	0	0
IGHV3-15	0	0	0	0
IGHV3-43	0	0	0	0
IGLV1-36	0	0	0	0
IGHV4-61	0	0	0	0
IGHG2	0	0	0	0
IGKV1-39	0	0	0	0
IGHV3-53	0	0	0	0
IGHV6-1	0	0	0	0
IGHV4-4	0	0	0	0
IGLC2	0	0	0	0
IGLV2-18	0	0	0	0
IGHV4-31	0	0	0	0
IGKV1-8	0	0	0	0
IGHA1	0	0	0	0
IGKV3D-11	0	0	0	0
IGKV1D-16	0	0	0	0
IGHA2	0	0	0	0
IGLL5	0	0	0	0
IGKV1D-8	0	0	0	0
IGKV3D-7	0	0	0	0
IGHG4	0	0	0	0
IGKV1D-33	0	0	0	0
IGLV2-33	0	0	0	0
IGHG3	0	0	0	0
IGHV4-28	0	0	0	0
IGLC3	0	0	0	0
IGKV1-33	0	0	0	0
IGHV3-13	0	0	0	0
IGKV1D-12	0	0	0	0
IGHV3-20	0	0	0	0
IGKV3-7	0	0	0	0
JSRP1	0	0	0	0
IGHJ4	0	0	0	0
POU2AF1	0	0	0	0
SPAG4	0	0	0	0
RP11-290F5	0	0	0	0
PLPP5	0	0	0	0
RP11-16E12	0	0	0	0
FCRL5	0	0	0	0
TXNDC11	0	0	0	0
IGHJ6	0	0	0	0
TNFRSF17	0	0	0	0
ZBP1	0	0	0	0
SEL1L	0	0	0	0
IGKV3OR2-268	0	0	0	0
TP53INP1	0	0	0	0
ARSA	0	0	0	0
TXNDC5	0	0	0	0
CPNE5	0	0	0	0
MEI1	0	0	0	0
FAM92B	0	0	0	0
KIAA0125	0	0	0	0
IGHGP	0	0	0	0
PFKP	0	0	0	0
CHD3	0	0	0	0
ZNFX1	0	0	0	0
CHD4	0	0	0	0
IAH1	0	0	0	0
RBM42	0	0	0	0
GNAI3	0	0	0	0
ARL6IP4	0	0	0	0
SNRPB2	0	0	0	0
SYF2	0	0	0	0
UQCRC2	0	0	0	0
PTBP1	0	0	0	0
DNAJC8	0	0	0	0
EIF4A1	0	0	0	0
KPNB1	0	0	0	0
ILF3	0	0	0	0
ZNF207	0	0	0	0
DYNC1H1	0	0	0	0
HADHA	0	0	0	0
SCAF11	0	0	0	0
MTPN	0	0	0	0
EIF3M	0	0	0	0
LAMTOR5	0	0	0	0
EMD	0	0	0	0
TAX1BP1	0	0	0	0
CSNK2B	0	0	0	0
HNRNPM	0	0	0	0
CSNK1A1	0	0	0	0
SRRM1	0	0	0	0
FAM96B	0	0	0	0
BZW1	0	0	0	0
CSNK1D	0	0	0	0
TIPRL	0	0	0	0
CMIP	0	0	0	0
UBE2V1	0	0	0	0
RTFDC1	0	0	0	0
BLOC1S2	0	0	0	0
GOLGA7	0	0	0	0
FAM200B	0	0	0	0
MAX	0	0	0	0
CYB5B	0	0	0	0
GHITM	0	0	0	0
SZRD1	0	0	0	0
SLTM	0	0	0	0
ASNA1	0	0	0	0
NMI	0	0	0	0
PHF20	0	0	0	0
NUB1	0	0	0	0.69
HADHB	0	0	0	0
PAFAH1B1	0	0	0	0
CCDC115	0	0	0	0
FNBP4	0	0	0	0
LASP1	0	0	0	0
MED15	0	0	0	0
KRAS	0	0	0	0
IFRD1	0	0	0	0
VPS26A	0	0	0	0
ZMAT2	0	0	0	0
CAPRIN1	0	0	0	0
IK	0	0	0	0
U2AF1	0	0	0	0
SUPT16H	0	0	0	0
CHMP2B	0	0	0	0
MAPK1	0	0	0	0
MARCH5	0	0	0	0
SUPT4H1	0	0	0	0
UBAP1	0	0	0	0
GDI1	0	0	0	0
YY1	0	0	0	0
BCL7B	0	0	0	0
PBDC1	0	0	0	0
TADA3	0	0	0	0
POLE4	0	0	0	0
UHMK1	0	0	0	0
NDUFA13	0	0	0	0
DLD	0	0	0	0
SNAP23	0	0	0	0
CRY1	0	0	0	0
TOP1	0	0	0	0
TOX4	0	0	0	0
PRRC2A	0	0	0	0
C1D	0	0	0	0
RNF181	0	0	0	0
DDX46	0	0	0	0
CLTC	0	0	0	0
PRRC2B	0	0	0	0
BNIP2	0	0	0	0
STK25	0	0	0	0
DHX9	0	0	0	0
AP2B1	0	0	0	0
DLST	0	0	0	0
CHMP1A	0	0	0	0
SNW1	0	0	0	0
LGALS8	0	0	0	0
ACIN1	0	0	0	0
SCNM1	0	0	0	0
FBXO7	0	0	0	0
DYNC1I2	0	0	0	0
NIPBL	0	0	0	0
TDG	0	0	0	0
PRPF8	0	0	0	0
PSMC6	0	0	0	0
ATP6V1D	0	0	0	0
BPTF	0	0	0	0
MYLIP	0	0	0	0
AIMP1	0	0	0	0
SMARCA4	0	0	0	0
SNRNP200	0	0	0	0
DCAF7	0	0	0	0
ACTR10	0	0	0	0
SARNP	0	0	0	0
NUP58	0	0	0	0
NECAP2	0	0	0	0
MED28	0	0	0	0
CALCOCO2	0	0	0	0
IDH3B	0	0	0	0
ATP6V1E1	0	0	0	0
SPPL2A	0	0	0	0
CELF1	0	0	0	0
GSK3B	0	0	0	0
LYAR	0	0	0	0
RECQL	0	0	0	0
BRE	0	0	0	0
EGLN2	0	0	0	0
DDX27	0	0	0	0
FAM32A	0	0	0	0
UBR4	0	0	0	0
SNAPIN	0	0	0	0
DHX15	0	0	0	0
PRPF6	0	0	0	0
STAG2	0	0	0	0
C14orf119	0	0	0	0
NIP7	0	0	0	0
THOC7	0	0	0	0
PML	0	0	0	0
RIF1	0	0	0	0
NDUFA10	0	0	0	0
VPS4B	0	0	0	0
RRP7A	0	0	0	0
