CD4Tconv	Fibroblasts	Mono/Macro	Malignant	Plasma	Pericytes	CD8Tex	DC	Tprolif	B	Mast	Endothelial	Treg
NDUFS7	0	0	0	-0.28	-0.49	0	0	0	0	0	0	0	0
SLFN5	0	0	0	-0.27	-0.35	0	0.44	0	0	-0.32	0	0.26	0
FOXN3	0	0	0	-0.26	-0.34	0	0	0	0	0	0	0	0.33
ST3GAL1	0	0	0	-0.26	-0.37	0	0	0	0	0	0	0	0
MOB3A	0	0	0	-0.25	-0.27	0	0.25	0	0	0.33	0	0	0.25
TNIP2	0	0	0	-0.26	-0.39	0	0	0	0	0	0	0	0.45
PHF11	0	0	0	-0.26	-0.39	0	0.28	0	0	0	0	0	0.37
SPTSSB	0	0	0	1.66	0	0	0	0	0	0	0	0	0
LGR6	0	0	0	1.25	0	0	0	0	0	0	0	0	0
SNX1	0	0	0	1	-0.37	0	0	0	0	0	0	0	0
IBTK	0	0	0	0.93	0	0	0	0	0	0	0	0	0
CCDC91	0	0	0	0.91	-0.29	0	0	0	0	0	0	-0.26	0
YWHAG	0	0	0	0.83	-0.49	0	0	0	0	0	0	0	0
TMEM181	0	0	0	0.81	0	0	0	0	0	0	0	0	0
PIK3C2G	0	0	0	0.81	0	0	0	0	0	0	0	0	0
TNFRSF11B	0	0	0	0.79	0	0	0	0	0	0	0	0	0
FAM132A	0	0	0	0.79	0	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0.74	0	0	0	0	0	0	0	0	0
MAGEA4	0	0	0	0.73	0	0	0	0	0	0	0	0	0
AARD	0	0	0	0.72	0	0	0	0	0	0	0	0	0
TP53TG1	0	0	0	0.7	0	0	0	0	0	0	0	0	0
CTBP2	0	0	0	0.69	0	0	0	0	0	0	0	0	0
KRIT1	0	0	0	0.68	0	0	0	0	0	0	0	0	0
CLDN12	0	0	0	0.67	0	0	0	0	0	0	0	0	0
SLC26A2	0	0	0	0.67	0	0	0	0	0	0	0.91	0	0
PDCD11	0	0	0	0.66	0	0	0	0	0	0	0	0	0
CHRM3	0	0	0	0.66	0	0	0	0	0	0	0	0	0
STYXL1	0	0	0	0.65	0	0	0	0	0	0	0	0	0
EDAR	0	0	0	0.65	0	0	0	0	0	0	0	0	0
LINC00987	0	0	0	0.64	0	0	0	0	0	0	0	0	0
GGT7	0	0	0	0.64	0	0	0	0	0	0	0	0	0
ETNK1	0	0	0	0.61	-0.31	0	0.25	0	0	0	0	0	0
COPS7A	0	0	0	0.59	-0.28	0	0	0	0	0	0	0	0
RASSF8-AS1	0	0	0	0.59	0	0	0	0	0	0	0	0	0
CSPG4	0	0	0	0.58	0	0.51	0	0	0	0	0	0	0
EMC10	0	0	0	0.58	-0.37	0	0	0	0	0	0	0	0
GCAT	0	0	0	0.58	0	0	0	0	0	0	0	0	0
CD164	0	0	0	0.57	-0.57	0	0	0	0	0	0	-0.27	0
SNX22	0	0	0	0.57	0	0	0	0	0	0.29	0	0	0
ACSS1	0	0	0	0.57	0	0	0	0	0	0	0	0	0
BORCS5	0	0	0	0.57	0	0	0	0	0	0.3	0	0	0
MPZ	0	0	0	0.57	0	0	0	0	0	0	0	0	0
DLX5	0	0	0	0.57	0	0	0	0	0	0	0	0	0
SLC6A15	0	0	0	0.57	0	0	0	0	0	0	0	0	0
DERA	0	0	0	0.57	0	0	0	0	0	0	0	0	0
EMG1	0	0	0	0.56	0	0	0	0	0	0	0	0	0
PADI2	0	0	0	0.56	0	0	0	0	0	0	0	0	0
MFI2	0	0	0	0.55	0	0	0	0	0	0	0	0	0
AP3M2	0	0	0	0.55	0	0	0	0	0	0	0	0	0
GSTA4	0	0	0	0.53	0	0	0	0	0	0	0	0	0
ZNF292	0	0	0	0.53	-0.36	0	0	0	0	0	0	0	0.43
CRISPLD1	0	0	0	0.52	0	0	0	0	0	0	0	0	0
TIAM2	0	0	0	0.52	0	0	0	0	0	0	0	0	0
HGSNAT	0	0	0	0.52	0	0	0	0	0	0	0	0	0
PRKCSH	0	0	0	0.52	-0.35	0	0	0	0	0	0	0	0
EMID1	0	0	0	0.51	0	0	0	0	0	0	0	0	0
USP5	0	0	0	0.51	0	0	0	0	0	0	0	0	0
DTNB	0	0	0	0.51	0	0	0	0	0	0	0	0	0
PEX5	0	0	0	0.5	0	0	0	0	0	0.33	0	0	0
ACTR3B	0	0	0	0.49	0	0	0	0	0	0	0	0	0
FAM133B	0	0	0	0.48	-0.38	0	0	0	0	0	0	0	0
SYNGR1	0	0	0	0.47	0	0	0	0	0	0.26	0	0	0
CLMN	0	0	0	0.47	0	0.57	0	0	0	0	0	0	0
THNSL2	0	0	0	0.46	0	0	0	0	0	0	0	0	0
NECAP1	0	0	0	0.46	0	0	0	0	0	0	0	0	0
PCMTD2	0	0	0	0.46	0	0	0	0	0	0	0	0	0
KAT6A	0	0	0	0.46	-0.26	0	0	0	0	0	0	0	0
PCSK1	0	0	0	0.46	0	0	0	0	0	0	0	0	0
POMZP3	0	0	0	0.46	0	0	0	0	0	0	0	0	0
MOSPD3	0	0	0	0.46	0	0	0	0	0	0	0	0	0
CMTM5	0	0	0	0.45	0	0	0	0	0	0	0	0	0
CYHR1	0	0	0	0.45	0	0	0	0	0	0	0	0	0
CECR5	0	0	0	0.44	0	0	0	0	0	0	0	0	0
PROM1	0	0	0	0.44	0	0	0	0	0	0	0.51	0	0
SHISA2	0	0	0	0.44	0	0	0	0	0	0	0	0	0
TMEM68	0	0	0	0.44	0	0	0	0	0	0	0	0	0
PEG10	0	0	0	0.44	0	0	0	0	0	0.54	0	0	0
GTPBP10	0	0	0	0.44	0	0	0	0	0	0	0	0	0
LYRM5	0	0	0	0.43	0	0	0	0	0	0	0	0	0
TMEM256	0	0	0	0.43	0	0	0	0	0	0.28	0	0	0
TMEM99	0	0	0	0.43	0	0	0	0	0	0	0	0	0
LOXL4	0	0	0	0.43	0	0	0	0	0	0	0	0	0
EBAG9	0	0	0	0.42	0	0	0	0	0	0	0	0	0
BET1	0	0	0	0.42	0	0	0	0	0	0	0	0	0
TAF6	0	0	0	0.42	0	0	0	0	0	0	0	0	0
PCSK1N	0	0	0	0.42	0	0	0	0	0	0	0	0	0
TGS1	0	0	0	0.42	-0.3	0	0	0	0	0	0	0	0
FZD7	0	0	0	0.41	0	0	0	0	0	0	0	0	0
WDR61	0	0	0	0.4	-0.28	0	0	0	0	0	0	0	0
ZC2HC1A	0	0	0	0.4	0	0	0	0	0	0	0	0	0.36
CCDC14	0	0	0	0.4	0	0	0	0	0	0	0	0	0
CCNC	0	0	0	0.39	0	0	0	0	0	0	0	0	0
SHMT1	0	0	0	0.39	0	0	0	0	0	0	0	0	0
NCALD	0	0	0	0.39	0	0	0	0	0	0	0	0	0
NAA38	0	0	0	0.39	-0.37	0	0.27	0	0.29	-0.28	0	0.49	0
CPXM2	0	0	0	0.39	0	0	0	0	0	0	0	0.45	0
C11orf1	0	0	0	0.39	0	0	0	0	0	0	0	0	0
TRPS1	0	0	0	0.39	0	0	0	0	0	0	0	0	0
PON3	0	0	0	0.39	0	0	0	0	0	0	0	0	0
ASNS	0	0	0	0.39	0	0	0	0	0	0	0	0	0
TRPC4	0	0	0	0.39	0	0	0	0	0	0	0	0	0
GLOD4	0	0	0	0.39	-0.29	0	0	0	0	0	0	0	0
CREBL2	0	0	0	0.38	0	0	0	0	0	0	0	0	0
GTF2IRD2B	0	0	0	0.38	0	0	0	0	0	0	0	0	0
ZNF3	0	0	0	0.38	0	0	0	0	0	0	0	0	0
ZDHHC4	0	0	0	0.38	0	0	0	0	0	0	0	0	0
PEX1	0	0	0	0.37	0	0	0	0	0	0	0	0	0
GNGT1	0	0	0	0.37	0	0	0	0	0	0	0	0	0
GATAD1	0	0	0	0.37	0	0	0	0	0	0	0	0	0
DDX47	0	0	0	0.37	0	0	0	0	0	0	0	0	0
PHC1	0	0	0	0.37	0	0	0	0	0	0	0	0	0
U2AF1L5	0	0	0	0.36	0	0	0	0	0	0	0	0	0
LRRC58	0	0	0	0.36	0	0	0	0	0	0	0	0	0
CYP51A1	0	0	0	0.36	0	0	0	0	0	0	0	0	0
IL17RE	0	0	0	0.36	0	0	0	0	0	0	0	0	0
TFB1M	0	0	0	0.36	0	0	0	0	0	0	0	0	0
BOP1	0	0	0	0.36	0	0	0	0	0	0	0	0	0
KLHL42	0	0	0	0.36	0	0	0	0	0	0	0	0	0
SLC4A7	0	0	0	0.36	-0.28	0	0	0	0	0	0	0	0
SEPT5	0	0	0	0.36	0	0.34	0	0	0	0	0	0	0
NKX2-5	0	0	0	0.35	0	0	0	0	0	0	0	0	0
DZANK1	0	0	0	0.35	0	0	0	0	0	0	0	0	0
TF	0	0	0	0.35	0	0	0	0	0	0	0	0	0
ADSL	0	0	0	0.34	-0.35	0	0	0	0	0	0	0	0
EFHC1	0	0	0	0.34	0	0	0	0	0	0	0	0	0
TOM1L1	0	0	0	0.34	0	0	0	0	0	0	0	0	0
MFSD3	0	0	0	0.34	0	0	0	0	0	0	0	0	0
RPA1	0	0	0	0.34	-0.26	0	0.25	0	0	0	0	0	0
ARMC1	0	0	0	0.34	0	0	0	0	0	0	0	0	0
PEMT	0	0	0	0.34	0	0	0	0	0	0	0	0	0
KIAA1324	0	0	0	0.34	0	0	0	0	0	0	0	0	0
ATN1	0	0	0	0.34	0	0	0	0	0	0	0	0.32	0
SLC34A2	0	0	0	0.34	0	0	0	0	0	0	0	0	0
PNMAL1	0	0	0	0.33	0	0	0	0	0	0	0	0	0
ASUN	0	0	0	0.33	0	0	0	0	0	0	0	0	0
OTUD6B-AS1	0	0	0	0.33	0	0	0	0	0	0	0	0	0
MRPL24	0	0	0	0.33	-0.27	0	0	0	0	0	0	0	0
ARSJ	0	0	0	0.33	0	0	0	0	0	0	0	0	0
DRG1	0	0	0	0.33	-0.29	0	0	0	0	0	0	0	0
RBM48	0	0	0	0.33	0	0	0	0	0	0	0	0	0
NIT2	0	0	0	0.33	-0.31	0	0	0	0	0	0	0	0
ABTB1	0	0	0	0.33	0	0.29	0	0	0	0	0	0	0
CHRAC1	0	0	0	0.33	-0.29	0	0	0	0	0	0	0	0
LOH12CR2	0	0	0	0.33	0	0	0	0	0	0	0	0	0
LYPD5	0	0	0	0.33	0	0	0	0	0	0	0	0	0
SLC25A40	0	0	0	0.33	0	0	0	0	0	0	0	0	0
MUT	0	0	0	0.32	0	0	0	0	0	0	0	0	0
GSTO2	0	0	0	0.32	0	0	0	0	0	0	0	0	0
DCAF13	0	0	0	0.32	-0.29	0	0	0	0	0	0	0	0
RP11-295M3	0	0	0	0.32	0	0	0	0	0	0	0	0	0
SDHAF3	0	0	0	0.32	0	0	0	0	0	0	0	0	0
AFMID	0	0	0	0.32	0	0	0	0	0	0	0	0	0
STK3	0	0	0	0.32	0	0	0	0	0	0	0	0	0
B9D1	0	0	0	0.32	0	0	0	0	0	0	0	0	0
FAM207A	0	0	0	0.32	0	0	0	0	0	0	0	0	0
ATIC	0	0	0	0.32	-0.26	0	0	0	0	0	0	-0.26	0
DNAJC30	0	0	0	0.32	0	0	0	0	0	0	0	0	0
PLEKHB1	0	0	0	0.32	0	0	0	0	0	0	0	0	0
ZNF655	0	0	0	0.32	-0.26	0	0	0	0	0	0	-0.26	0
TMEM220	0	0	0	0.32	0	0	0	0	0	0	0.4	0	0
ZIC1	0	0	0	0.32	0	0	0	0	0	0	0	0	0
FBXO9	0	0	0	0.31	0	0	0	0	0	0	0	0	0
FAM19A5	0	0	0	0.31	0	0	0	0	0	0	0	0	0
MTERF1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
PRTFDC1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
C8orf33	0	0	0	0.31	0	0	0	0	0	0	0	0	0
SUCO	0	0	0	0.31	0	0	0	0	0	0	0	0	0
SLC41A3	0	0	0	0.31	0	0	0	0	0	0	0	0	0
PYCR2	0	0	0	0.31	0	0	0	0	0	0	0	0	0
PPP1R16A	0	0	0	0.31	0	0	0	0	0	0	0	0	0
ZNF7	0	0	0	0.31	0	0	0	0	0	0	0	0	0
CLSTN3	0	0	0	0.31	0	0	0.28	0	0	0	0	0	0
MAOB	0	0	0	0.31	0	0	0	0	0	0	1.26	0	0
INTS10	0	0	0	0.31	0	0	0	0	0	0	0	0	0
CECR7	0	0	0	0.31	0	0	0	0	0	0	0	0	0
TATDN1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
HAND2-AS1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
UFL1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
TAGLN3	0	0	0	0.3	0	0	0	0	0	0	0	0	0
NT5C3B	0	0	0	0.3	0	0	0	0	0	0	0	0	0
TBC1D17	0	0	0	0.3	0	0	0	0	0	0	0	0	0
LINC01006	0	0	0	0.3	0	0	0	0	0	0	0	0	0
SAV1	0	0	0	0.3	0	0	0	0	0	0	0	0.39	0
TOP1MT	0	0	0	0.3	0	0	0	0	0	0	0	0	0
LRRC23	0	0	0	0.3	0	0	0	0	0	0	0	0	0
RPUSD3	0	0	0	0.3	0	0	0	0	0	0	0	0	0
RP11-283G6	0	0	0	0.3	0	0	0	0	0	0	0	0	0
ANKRD54	0	0	0	0.3	0	0	0	0	0	0	0	0	0
TMTC1	0	0	0	0.3	0	0	0	0	0	0	0	0.33	0
PIGP	0	0	0	0.3	0	0	0	0	0	0	0	0	0
FAM66C	0	0	0	0.3	0	0	0	0	0	0	0	0	0
ENTPD2	0	0	0	0.29	0	0	0	0	0	0	0	0	0
SAMM50	0	0	0	0.29	0	0	0	0	0	0	0	0	0
TMEM254	0	0	0	0.29	0	0	0	0	0	0	0	0	0
PYROXD2	0	0	0	0.29	0	0	0	0	0	0	0	0	0
PIANP	0	0	0	0.29	0	0	0	0	0	0	0	0	0
FARSB	0	0	0	0.29	0	0	0	0	0	0	0	0	0
TBL2	0	0	0	0.29	0	0	0	0	0	0	0	0	0
POLDIP3	0	0	0	0.29	0	0	0	0	0	0	0	0	0
KLK5	0	0	0	0.29	0	0	0	0	0	0	0	0	0
ZNF384	0	0	0	0.29	0	0	0	0	0	0	0	0	0
POM121C	0	0	0	0.29	0	0	0	0	0	0	0	0	0
CRELD1	0	0	0	0.29	0	0	0	0	0	0	0	0	0
HIBADH	0	0	0	0.29	0	0	0	0	0	0	0	0	0
IL20RA	0	0	0	0.29	0	0	0	0	0	0	0	0	0
ARFRP1	0	0	0	0.29	0	0	0	0	0	0	0	0	0
FAM84B	0	0	0	0.29	0	0	0	0	0	0	0	0	0
AEBP2	0	0	0	0.29	0	0	0	0	0	0	0	0	0
CMTM8	0	0	0	0.29	0	0	0	0	0	0	0	0.27	0
ANKRD46	0	0	0	0.29	0	0	0	0	0	0	0	0	0
TRIM4	0	0	0	0.29	0	0	0	0	0	0	0	0	0
EFCAB1	0	0	0	0.29	0	0	0	0	0	0	0	0	0
LPGAT1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
EPHA7	0	0	0	0.28	0	0	0	0	0	0	0	0	0
ATP8A2	0	0	0	0.28	0	0	0	0	0	0	0	0	0
LRRN1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
LINC00472	0	0	0	0.28	0	0	0	0	0	0	0	0	0
PES1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
ACSS2	0	0	0	0.28	0	0	0	0	0	0	0	0	0
KCTD14	0	0	0	0.28	0	0	0	0	0	0	0	0	0
ALDH6A1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
LINC00665	0	0	0	0.28	0	0	0	0	0	0	0	0	0
NOS1AP	0	0	0	0.28	0	0	0	0	0	0	0	0	0
TCF7L1	0	0	0	0.27	0	0	0	0	0	0	0	0	0
APOO	0	0	0	0.27	0	0	0	0	0	0	0	0	0
MAP9	0	0	0	0.27	0	0	0	0	0	0	0	0	0
SLC5A6	0	0	0	0.27	0	0	0	0	0	0	0	0	0
SNUPN	0	0	0	0.27	0	0	0	0	0	0	0	0	0
IFT52	0	0	0	0.27	0	0	0	0	0	0	0	0	0
DNTTIP1	0	0	0	0.27	0	0	0	0	0	0	0	0	0
TM9SF4	0	0	0	0.27	0	0	0	0	0	0	0	0	0
LINC00863	0	0	0	0.27	0	0	0	0	0	0	0.42	0	0
PPP1R35	0	0	0	0.27	0	0	0	0	0	0	0	0	0
POU6F2	0	0	0	0.27	0	0	0	0	0	0	0	0	0
LIMK2	0	0	0	0.27	0	0	0	0	0	0	0.29	0	0
TP53RK	0	0	0	0.27	-0.26	0	0	0	0	0	0	0	0
HPS4	0	0	0	0.27	0	0	0	0	0	0	0	0	0
MMP16	0	0	0	0.27	0	0	0	0	0	0	0	0	0
TASP1	0	0	0	0.26	0	0	0	0	0	0	0	0	0
ZHX1	0	0	0	0.26	0	0	0	0	0	0	0	0	0
ANKRD6	0	0	0	0.26	0	0	0	0	0	0	0	0	0
SLC6A14	0	0	0	0.26	0	0	0	0	0	0	0	0	0
HOXA7	0	0	0	0.26	0	0	0	0	0	0	0	0	0
PIGC	0	0	0	0.26	0	0	0	0	0	0	0	0	0
ANKRD26	0	0	0	0.26	0	0	0	0	0	0	0	0	0
NELFA	0	0	0	0.26	0	0	0	0	0	0	0	0	0
MRPL45	0	0	0	0.26	0	0	0	0	0	0	0	0	0
MINPP1	0	0	0	0.26	0	0	0	0	0	0	0	0	0
RPF2	0	0	0	0.26	0	0	0	0	0	0	0	0	0
RP9	0	0	0	0.26	0	0	0	0	0	0	0	0	0
ZMYND8	0	0	0	0.26	0	0	0	0	0	0	0	0	0
JMJD4	0	0	0	0.26	0	0	0	0	0	0	0	0	0
NPM3	0	0	0	0.26	0	0	0	0	0	0	0	0	0
RAB6B	0	0	0	0.26	0	0	0	0	0	0	0	0	0
MEX3A	0	0	0	0.26	0	0	0	0	0	0	0	0	0
TKFC	0	0	0	0.26	0	0	0	0	0	0	0	0	0
OVOS2	0	0	0	0.26	0	0	0	0	0	0	0	0	0
SMPD2	0	0	0	0.26	0	0	0	0	0	0	0	0	0
PTPRZ1	0	0	0	0.25	0	0	0	0	0	0	0	0	0
PNPLA4	0	0	0	0.25	0	0	0	0	0	0	0	0	0
PIGS	0	0	0	0.25	0	0	0	0	0	0	0	0	0
FAM217B	0	0	0	0.25	0	0	0	0	0	0	0	0	0
KRCC1	0	0	0	0.25	0	0	0	0	0	0	0	0	0
IVD	0	0	0	0.25	0	0	0	0	0	0	0	0	0
AP4M1	0	0	0	0.25	0	0	0	0	0	0	0	0	0
TOMM34	0	0	0	0.25	0	0	0	0.38	0	0	0	0	0
OARD1	0	0	0	0.29	0	0	0	0	0	0	0	0	0
TIA1	0	0	0	0.3	-0.27	0	0	0	0	0	0	0	0
PHF20L1	0	0	0	0.36	-0.41	0	0	0	0	0	0	0	0
GANAB	0	0	0	0.29	0	0	0	0	0	0	0	0.27	0
COPG1	0	0	0	0.31	0	0	0	0	0	0	0	0	0
LYRM2	0	0	0	0.25	-0.25	0	0	0	0	0	0	0	0
PITPNB	0	0	0	0.32	-0.33	0	0	0	0	0	0	0	0
MRPL15	0	0	0	0.29	-0.27	0	0	0	0	0.33	0	0	0
TXN2	0	0	0	0.35	-0.4	0	0	0	0	0	0	0	0
SDAD1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
HOOK3	0	0	0	0.36	-0.36	0	0	0	0	0	0.37	0	0
CTSV	0	0	0	0.25	0	0	0	0	0	0	0	0	0
YIPF4	0	0	0	0.33	-0.35	0	0	0	0	0	0	0	0
TROVE2	0	0	0	0.31	-0.43	0	0	0	0	0.5	0	0	0
ATP6V1H	0	0	0	0.28	-0.27	0	0	0	0	0	0	0	0
MPLKIP	0	0	0	0.31	-0.39	0	0	0	0	0	0	0	0
SMIM19	0	0	0	0.29	-0.32	0	0	0	0	0	0	0	0
ATXN1	0	0	0	0.25	0	0	0	0	0	-0.25	0	0	0
ITFG1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
EGR4	0	0	0	0.25	0	0	0	0	0	0	0	0	0
PNKD	0	0	0	0.32	-0.35	0	0	0	0	-0.28	0	0	0
SLC25A11	0	0	0	0.28	-0.31	0	0	0	0	0	0	0	0
MED30	0	0	0	0.29	-0.35	0	0	0	0	0.32	0	0	0
SF3B5	0	0	0	0.37	-0.58	0	0	0	0	-0.29	0	0	0
LRPPRC	0	0	0	0.26	-0.27	0	0	0	0	0	0	0	0
CDKN2AIP	0	0	0	0.29	0	0	0	0	0	0	0	0	0
LARS	0	0	0	0.25	-0.28	0	0	0	0	0	0	0	0
UBL7	0	0	0	0.25	0	0	0	0	0	0	0	0	0
CRELD2	0	0	0	0.38	0.35	0	0	0	0	0	0	0	0
TCP1	0	0	0	0.34	-0.8	0	0.26	0	0.31	0	0	0	0
SFT2D1	0	0	0	0.28	-0.36	0	0	0	0	0.42	0	0	0
ARF1	0	0	0	0.3	-0.76	0	0	0	0	0	0	0	0
BFAR	0	0	0	0.26	-0.34	0	0	0	0	0	0	0	0
PPP2R2A	0	0	0	0.26	-0.35	0	0	0	0	0	0	0	0
UBE3A	0	0	0	0.27	-0.37	0	0	0	0	0.25	0	0	0
AZIN1	0	0	0	0.34	-0.41	0	0	0	0	0	0.37	0	0
DARS	0	0	0	0.26	-0.44	0	0	0	0	0	0	0	0
HSD17B10	0	0	0	0.26	-0.36	0	0	0	0	0	0	0	0
C1orf43	0	0	0	0.28	-0.57	0	0	0	0	0	0	0	0
CNOT2	0	0	0	0.27	-0.42	0	0	0	0	0	0	0	0
NSMCE4A	0	0	0	0.26	0	0	0	0	0	0	0	0	0
PTP4A2	0	0	0	-0.38	-0.4	0	0	0.4	0	0.26	0	0	0
IFI44	0	0	0	-0.29	-0.3	0	0.33	0	0	-0.29	0	0	0
MAP7D1	0	0	0	-0.3	-0.31	0	0	0	0	0	0	0	0
UBE2A	0	0	0	-0.37	-0.57	0	0	0	0.38	0.44	0	0	0
WNK1	0	0	0	-0.36	-0.49	-0.26	0.25	0	0.26	0	0	0	0.28
LNPEP	0	0	0	-0.31	-0.34	0	0.34	0	0	0.3	0	0	0
TPGS1	0	0	0	-0.26	-0.27	0.3	0	0	0	0	0	0	0
TRADD	0	0	0	-0.25	0	0	0	0	0	0	0	0	0
SAMD9L	0	0	0	-0.28	0	0	0.43	0	0.26	0	0	0	0.3
TCF25	0	0	0	-0.33	-0.44	0	0	0	0	0	0.33	0	0
IFIT1	0	0	0	-0.29	-0.27	0	0	0	0	-0.29	0	0.28	0
SH3GLB1	0	0	0	-0.34	-0.42	0	0	0	0	-0.26	0	0.27	0
ATG12	0	0	0	-0.29	-0.39	0	0	0	0	0	0	0	0
TMED5	0	0	0	-0.3	0	0	0	0	0	0	0	0	0
EPS15	0	0	0	-0.27	-0.28	0	0	0	0	0.52	0	0	0
GLS	0	0	0	-0.26	-0.29	0	0	0.27	0	0	0	0	0
RSAD2	0	0	0	-0.25	0	0	0.34	0	0	0	0.52	0	0
EIF4G2	0	0	0	-0.27	-0.94	0	0	0	0	0.27	0	0.3	0
MIER1	0	0	0	-0.29	-0.44	0	0.25	0	0	0	0	0	0.29
CHMP5	0	0	0	-0.3	-0.52	0	0	0	0	-0.32	0	0	0
PRDM2	0	0	0	-0.29	-0.36	-0.26	0	0	0	0.49	0	0	0.38
COQ10B	0	0	0	-0.25	-0.4	0	0	0	0	0	0	0	0
ALG13	0	0	0	-0.27	-0.34	0	0	0	0	0.79	0.28	0	0
SCGB3A1	0	0	0	4.4	0	0	0	0	0	0	0	0	0
PIGR	0	0	0	2.51	0	0	0	0	0	0	0	0	0
AZGP1	0	0	0	2.44	0	0	0	0	0	0	0	0	0
TCN1	0	0	0	1.58	0	0	0	0	0	0	0	0	0
MSMB	0	0	0	1.49	0	0	0	0	0	0	0	0	0
FOLR1	0	0	0	1.33	0	0	0	0	0	0	0	0	0
CCL28	0	0	0	1.15	0	0	0	0	0	0	0	0	0
TRIM31	0	0	0	0.96	0	0	0	0	0	0	0	0	0
TMC5	0	0	0	0.86	0	0	0	0	0	0	0	0	0
MLPH	0	0	0	0.84	0	0	0	0	0	0	0.93	0	0
TSPAN8	0	0	0	0.77	0	0	0	0	0	0	0	0	0
GABRP	0	0	0	0.76	0	0	0	0	0	0	0	0	0
SLC44A4	0	0	0	0.72	0	0	0	0	0	0	0	0	0
MUC16	0	0	0	0.71	0	0	0	0	0	0	0	0	0
CEACAM1	0	0	0	0.61	0	0	0	0	0	0	0	0	0
TFCP2L1	0	0	0	0.58	0	0	0	0	0	0	0	0	0
B3GNT3	0	0	0	0.57	0	0	0	0	0	0	0	0	0
SPDEF	0	0	0	0.57	0	0	0	0	0	0	0	0	0
LURAP1L	0	0	0	0.54	0	0.71	0	0	0	0	0	0	0
PRR15L	0	0	0	0.53	0	0	0	0	0	0	0	0	0
PLEKHS1	0	0	0	0.52	0	0	0	0	0	0	0	0	0
HOTAIRM1	0	0	0	0.47	0	0	0	0	0	0	0	0	0
MTA1	0	0	0	0.46	0	0	0	0	0	0	0	0	0
ST6GALNAC1	0	0	0	0.46	0	0	0	0	0	0	0	0	0
GPRC5C	0	0	0	0.45	0	0.37	0	0	0	0	0	0	0
C4orf19	0	0	0	0.44	0	0	0	0	0	0	0	0	0
LIF	0	0	0	0.43	0	0	0	0	0	0	0.84	0	0
SLITRK6	0	0	0	0.42	0	0	0	0	0	0	0	0	0
TJP3	0	0	0	0.41	0	0	0	0	0	0	0	0	0
RASSF7	0	0	0	0.4	0	0	0	0	0	0	0	0	0
ERN2	0	0	0	0.4	0	0	0	0	0	0	0	0	0
EVA1C	0	0	0	0.39	0	0	0	0	0	0	0	0.67	0
FAM46B	0	0	0	0.39	0	0	0	0	0	0	0	0	0
BBOX1	0	0	0	0.39	0	0	0	0	0	0	0	0	0
PART1	0	0	0	0.36	0	0	0	0	0	0	0	0	0
TMEM125	0	0	0	0.35	0	0	0	0	0	0	0	0	0
PLA2G10	0	0	0	0.35	0	0	0	0	0	0	0	0	0
PLLP	0	0	0	0.35	0	0	0	0	0	0	0	0	0
CHKA	0	0	0	0.34	0	0	0	0	0	0	0.28	0	0
GATM	0	0	0	0.34	0	0	0	0	0	0	0	0	0
TMEM63A	0	0	0	0.33	0	0	0	0	0	0	0	0	0
NAALADL2	0	0	0	0.32	0	0	0	0	0	0	0	0	0
GLYATL2	0	0	0	0.32	0	0	0	0	0	0	0	0	0
RHPN2	0	0	0	0.32	0	0	0	0	0	0	0	0	0
CNKSR1	0	0	0	0.32	0	0	0	0	0	0	0	0	0
NEBL	0	0	0	0.32	0	0	0	0	0	0	0	0	0
VSTM2L	0	0	0	0.31	0	0	0	0	0	0	0	0	0
SLC4A11	0	0	0	0.31	0	0	0	0	0	0	0	0	0
CCNO	0	0	0	0.31	0	0	0	0	0	0	0	0	0
LRP5	0	0	0	0.31	0	0	0	0	0	0	0	0	0
CITED4	0	0	0	0.3	0	0	0	0	0	0	0	0	0
LGALS4	0	0	0	0.3	0	0	0	0	0	0	0	0	0
SHROOM3	0	0	0	0.3	0	0	0	0	0	0	0	0	0
RAB17	0	0	0	0.29	0	0	0	0	0	0	0	0	0
INSR	0	0	0	0.29	0	0	0	0	0	0	0	0.73	0
GGT6	0	0	0	0.29	0	0	0	0	0	0	0	0	0
IFT172	0	0	0	0.29	0	0	0	0	0	0	0	0	0
ANK3	0	0	0	0.29	0	0	0	0	0	0	0	0	0
ARFGEF3	0	0	0	0.28	0	0	0	0	0	0	0	0	0
INHBB	0	0	0	0.28	0	0	0	0	0	0	0	0.33	0
CYP4X1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
SLC5A1	0	0	0	0.28	0	0	0	0	0	0	0	0	0
LLGL2	0	0	0	0.28	0	0	0	0	0	0	0	0	0
SH3BGRL2	0	0	0	0.27	0	0	0	0	0	0	0	0	0
CGN	0	0	0	0.27	0	0	0	0	0	0	0	0	0
