"CD4Tconv"	"Fibroblasts"	"Mono/Macro"	"Malignant"	"Plasma"	"Pericytes"	"CD8Tex"	"DC"	"Tprolif"	"B"	"Mast"	"Endothelial"	"Treg"
"IGLV3-19"	0	0	0	0	4.17	0	0	0	0	0	0	0	0
"IGLV3-10"	0	0	0	0	4.17	0	0	0	0	0	0	0	0
"IGLV3-1"	0	0	0	0	4.14	0	0	0	0	1.03	0	0	0
"IGLV6-57"	0	0	0	0	4.06	0	0	0	0	-0.27	0	0	0
"IGLV2-11"	0	0	0	0	4.06	0	0	0	0	0	0	0	0
"IGLV1-44"	0	0	0	0	3.96	0	0	0	0	0.44	0	0	0
"IGKV1-9"	0	0	0	0	3.95	0	0	0	0	0	0	0	0
"IGKV1-27"	0	0	0	0	3.9	0	0	0	0	0	0	0	0
"IGHV5-51"	0	0	0	0	3.9	0	0	0	0	0	0	0	0
"IGHV1-18"	0	0	0	0	3.87	0	0	0	0	0	0	0	0
"IGHV4-39"	0	0	0	0	3.85	0	0	0	0	0.54	0	0	0
"CH17-262H11.1"	0	0	0	0	3.84	0	0	0	0	0	0	0	0
"IGHV3-21"	0	0	0	0	3.81	0	0	0	0	0	0	0	0
"IGHV4-34"	0	0	0	0	3.8	0	0	0	0	0	0	0	0
"IGHV3-23"	0	0	0	0	3.78	0	0	0	0	-0.79	0	0	0
"IGKV1-17"	0	0	0	0	3.77	0	0	0	0	0	0	0	0
"IGKV3D-15"	0	0	0	0	3.77	0	0	0	0	0	0	0	0
"IGLV3-21"	0	0	0	0	3.74	0	0	0	0	0	0	0	0
"IGHV1-46"	0	0	0	0	3.73	0	0	0	0	0	0	0	0
"IGHV1-2"	0	0	0	0	3.67	0	0	0	0	0	0	0	0
"IGHV3-48"	0	0	0	0	3.67	0	0	0	0	0	0	0	0
"IGHV3-7"	0	0	0	0	3.64	0	0	0	0	0	0	0	0
"IGKV1-16"	0	0	0	0	3.59	0	0	0	0	0	0	0	0
"IGHV3-74"	0	0	0	0	3.59	0	0	0	0	0	0	0	0
"IGHV1-3"	0	0	0	0	3.58	0	0	0	0	0	0	0	0
"IGHV3-30"	0	0	0	0	3.57	0	0	0	0	0.48	0	0	0
"IGHV1-69-2"	0	0	0	0	3.56	0	0	0	0	0.35	0	0	0
"IGHV2-5"	0	0	0	0	3.4	0	0	0	0	0	0	0	0
"IGKV1-6"	0	0	0	0	3.37	0	0	0	0	0	0	0	0
"IGHV4-59"	0	0	0	0	3.36	0	0	0	0	0.73	0	0	0
"IGKV2-30"	0	0	0	0	3.3	0	0	0	0	0	0	0	0
"IGKV3D-20"	0	0	0	0	3.29	0	0	0	0	0	0	0	0
"IGKV1D-13"	0	0	0	0	3.17	0	0	0	0	0	0	0	0
"IGHV3-33"	0	0	0	0	3.12	0	0	0	0	0	0	0	0
"IGHG1"	0	0	0	0	3.12	0	0	-0.77	0	1.2	0	0	0
"IGLV3-9"	0	0	0	0	2.87	0	0	0	0	0	0	0	0
"IGHV3-11"	0	0	0	0	2.86	0	0	0	0	0	0	0	0
"IGHV1-24"	0	0	0	0	2.86	0	0	0	0	0	0	0	0
"IGKV1D-39"	0	0	0	0	2.85	0	0	0	0	0	0	0	0
"IGHV3-15"	0	0	0	0	2.85	0	0	0	0	0	0	0	0
"IGHV3-43"	0	0	0	0	2.84	0	0	0	0	0	0	0	0
"IGLV1-36"	0	0	0	0	2.76	0	0	0	0	0	0	0	0
"IGHV4-61"	0	0	0	0	2.74	0	0	0	0	0	0	0	0
"IGHG2"	0	0	0	0	2.73	0	0	0	0	1.01	0	0	0
"IGKV1-39"	0	0	0	0	2.71	0	0	0	0	0.58	0	0	0
"IGHV3-53"	0	0	0	0	2.69	0	0	0	0	0	0	0	0
"IGHV6-1"	0	0	0	0	2.66	0	0	0	0	0	0	0	0
"IGHV4-4"	0	0	0	0	2.58	0	0	0	0	0	0	0	0
"IGLC2"	0	0	0	0	2.54	0	0	0	0	0.79	0	0	0
"IGLV2-18"	0	0	0	0	2.53	0	0	0	0	0	0	0	0
"IGHV4-31"	0	0	0	0	2.51	0	0	0	0	0	0	0	0
"IGKV1-8"	0	0	0	0	2.48	0	0	0	0	0	0	0	0
"IGHA1"	0	0	0	0	2.47	0	0	0	0	0	0	0	0
"IGKV3D-11"	0	0	0	0	2.47	0	0	0	0	0	0	0	0
"IGKV1D-16"	0	0	0	0	2.42	0	0	0	0	0	0	0	0
"IGHA2"	0	0	0	0	2.23	0	0	0	0	0	0	0	0
"IGLL5"	0	0	0	0	2.12	0	0	0	0	1.35	0	0	0
"IGKV1D-8"	0	0	0	0	2.1	0	0	0	0	0	0	0	0
"IGKV3D-7"	0	0	0	0	2.03	0	0	0	0	0	0	0	0
"IGHG4"	0	0	0	0	1.99	0	0	0	0	0	0	0	0
"IGKV1D-33"	0	0	0	0	1.98	0	0	0	0	0	0	0	0
"IGLV2-33"	0	0	0	0	1.97	0	0	0	0	0	0	0	0
"IGHG3"	0	0	0	0	1.9	0	0	0	0	0.87	0	0	0
"IGHV4-28"	0	0	0	0	1.9	0	0	0	0	0	0	0	0
"IGLC3"	0	0	0	0	1.89	0	0	0	0	0.75	0	0	0
"IGKV1-33"	0	0	0	0	1.87	0	0	0	0	0	0	0	0
"IGHV3-13"	0	0	0	0	1.72	0	0	0	0	0	0	0	0
"IGKV1D-12"	0	0	0	0	1.69	0	0	0	0	0	0	0	0
"IGHV3-20"	0	0	0	0	1.59	0	0	0	0	0	0	0	0
"IGKV3-7"	0	0	0	0	1.51	0	0	0	0	0	0	0	0
"JSRP1"	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"IGHJ4"	0	0	0	0	0.77	0	0	0	0	0	0	0	0
"POU2AF1"	0	0	0	0	0.71	0	0	0	0	1.64	0	0	0
"SPAG4"	0	0	0	0	0.62	0	0	0	0	0	0	0	0
"RP11-290F5.1"	0	0	0	0	0.59	0	0	0	0	0	0	0	0
"PLPP5"	0	0	0	0	0.5	0	0	0	0	0	0	0	0
"RP11-16E12.2"	0	0	0	0	0.49	0	0	0	0	0.37	0	0	0
"FCRL5"	0	0	0	0	0.48	0	0	0	0	0.3	0	0	0
"TXNDC11"	0	0	0	0	0.46	0	0	0	0	0	0	0	0.32
"IGHJ6"	0	0	0	0	0.45	0	0	0	0	0	0	0	0
"TNFRSF17"	0	0	0	0	0.44	0	0	0	0	0.31	0	0	0
"ZBP1"	0	0	0	0	0.41	0	0.36	0	0	0	0	0	0
"SEL1L"	0	0	0	0	0.39	0	0	0	0	0	0	0	0
"IGKV3OR2-268"	0	0	0	0	0.34	0	0	0	0	0	0	0	0
"TP53INP1"	0	0	0	0	0.34	0	0	0	0	0	0	0	0
"ARSA"	0	0	0	0	0.34	0	0	0	0	0	0	0	0
"TXNDC5"	0	0	0	0	0.29	0	0	0	0	0.29	0	0	0
"CPNE5"	0	0	0	0	0.28	0	0	0	0	0.88	0	0	0
"MEI1"	0	0	0	0	0.27	0	0	0	0	0	0	0	0
"FAM92B"	0	0	0	0	0.27	0	0	0	0	0	0	0	0
"KIAA0125"	0	0	0	0	0.26	0	0	0	0	0.35	0	0	0
"IGHGP"	0	0	0	0	0.25	0	0	0	0	0	0	0	0
"PFKP"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"CHD3"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"ZNFX1"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"CHD4"	0	0	0	0	-0.44	0	0	0	0	0	0	0	0
"IAH1"	0	0	0	0	-0.46	0	0	0	0	0	0	-0.35	0
"RBM42"	0	0	0	0	-0.47	0	0	0	0	0	0	0	0
"GNAI3"	0	0	0	0	-0.48	0	0	0	0	0	0	0	0
"ARL6IP4"	0	0	0	0	-0.52	0	0	0	0	0	0	0	0
"SNRPB2"	0	0	0	0	-0.54	0	0	0	0	0	0	0	0
"SYF2"	0	0	0	0	-0.55	0	0	0	0	0	0	0	0
"UQCRC2"	0	0	0	0	-0.55	0	0	0	0	0	0	0	0.27
"PTBP1"	0	0	0	0	-0.55	0	0	0	0.33	0	0	0	0
"DNAJC8"	0	0	0	0	-0.56	0	0	0	0.31	0.27	0	0	0
"EIF4A1"	0	0	0	0	-0.56	0	0	0	0	0	0	0	0
"KPNB1"	0	0	0	0	-0.57	0	0.31	0	0.33	0.25	0	0	0
"ILF3"	0	0	0	0	-0.58	0	0	0	0.29	0.31	0	0	0
"ZNF207"	0	0	0	0	-0.58	0	0	0	0	0.29	0	0	0
"DYNC1H1"	0	0	0	0	-0.59	0	0	0	0	0	0	0	0
"HADHA"	0	0	0	0	-0.59	0	0	0	0	0	0	0	0
"SCAF11"	0	0	0	0	-0.6	0	0	0	0	0	0	0	0
"MTPN"	0	0	0	0	-0.61	0	0	0	0	0.33	0	0	0
"EIF3M"	0	0	0	0	-0.62	0	0	0	0	0	0	0	0
"LAMTOR5"	0	0	0	0	-0.64	0	0	0	0	0.41	0	0	0
"EMD"	0	0	0	0	-0.66	0	0.26	0	0	0	0	-0.35	0
"TAX1BP1"	0	0	0	0	-0.66	0	0.33	0	0	0	0	0	0.31
"CSNK2B"	0	0	0	0	-0.69	0	0	0	0.26	0	0	0	0
"HNRNPM"	0	0	0	0	-0.69	0	0	0	0	0.37	0	0.34	0
"CSNK1A1"	0	0	0	0	-0.7	0	0	0	0	0	0	0	0
"SRRM1"	0	0	0	0	-0.7	0	0.26	0	0.38	0	0	0	0
"FAM96B"	0	0	0	0	-0.72	0	0	0	0	0	0	0	0
"BZW1"	0	0	0	0	-0.84	0	0	0	0	0	0.31	0	0
"CSNK1D"	0	0	0	0	-0.48	0	0	0	0	0.27	0	0	0
"TIPRL"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"CMIP"	0	0	0	0	-0.35	0	0	0	0	0	0	0.31	0
"UBE2V1"	0	0	0	0	-0.52	0	0	0	0	0	0	0	0
"RTFDC1"	0	0	0	0	-0.48	0	0	0	0	0	0	0	0
"BLOC1S2"	0	0	0	0	-0.42	-0.26	0	0	0	0	0	0	0
"GOLGA7"	0	0	0	0	-0.45	0	0	0	0	-0.29	0	0	0
"FAM200B"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"MAX"	0	0	0	0	-0.47	0	0	0	0	0	0	0	0
"CYB5B"	0	0	0	0	-0.39	0	0.29	0	0.29	0	0	0	0
"GHITM"	0	0	0	0	-0.48	0	0	0	0	0	0	0	0
"SZRD1"	0	0	0	0	-0.42	0	0	0	0	0	0	0	0
"SLTM"	0	0	0	0	-0.5	0	0.26	0	0.35	0	0	0	0
"ASNA1"	0	0	0	0	-0.45	0	0	0	0	0	0	0	0
"NMI"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"PHF20"	0	0	0	0	-0.47	0	0	0	0	0.44	0.79	0	0
"NUB1"	0	0	0	0	-0.38	0	0	0.69	0	0	0	0	0
"HADHB"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"PAFAH1B1"	0	0	0	0	-0.48	0	0	0	0	0	0	0	0
"CCDC115"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"FNBP4"	0	0	0	0	-0.5	0	0	0	0	0	0	0	0
"LASP1"	0	0	0	0	-0.4	0	0	0	0	0	0	0	0.25
"MED15"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"KRAS"	0	0	0	0	-0.52	0	0	0	0	0	0	0	0
"IFRD1"	0	0	0	0	-0.58	0	0	0	0	0	0.26	0	0
"VPS26A"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"ZMAT2"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"CAPRIN1"	0	0	0	0	-0.4	0	0	0	0	0	0	0	0
"IK"	0	0	0	0	-0.44	0	0	0	0	0	0	0	0
"U2AF1"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"SUPT16H"	0	0	0	0	-0.34	0	0.28	0	0.34	0	0	0	0
"CHMP2B"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"MAPK1"	0	0	0	0	-0.26	0	0	0	0	0	0.68	0	0
"MARCH5"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"SUPT4H1"	0	0	0	0	-0.46	0	0	0	0	0.28	0	0	0
"UBAP1"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"GDI1"	0	0	0	0	-0.42	0	0	0	0	0	0	0	0
"YY1"	0	0	0	0	-0.46	0	0	0	0	0	0	0	0
"BCL7B"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"PBDC1"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"TADA3"	0	0	0	0	-0.38	0	0.26	0	0	0	0	0	0
"POLE4"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"UHMK1"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"NDUFA13"	0	0	0	0	-0.47	0	0	0	0	0	0	0	0
"DLD"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"SNAP23"	0	0	0	0	-0.41	0	0	0	0	0.41	0.33	0.31	0
"CRY1"	0	0	0	0	-0.3	0	0	0	0	-0.29	0	0	0
"TOP1"	0	0	0	0	-0.5	0	0	0	0	0.33	0	0	0
"TOX4"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"PRRC2A"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"C1D"	0	0	0	0	-0.38	0	0	0	0	0	0	0	0
"RNF181"	0	0	0	0	-0.45	0	0	0	0	-0.26	0	0	0
"DDX46"	0	0	0	0	-0.46	0	0.27	0	0.28	0	0	0	0
"CLTC"	0	0	0	0	-0.42	0	0	0	0	0.29	0	0	0
"PRRC2B"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"BNIP2"	0	0	0	0	-0.43	0	0	0	0	0	0	0.38	0
"STK25"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"DHX9"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"AP2B1"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"DLST"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"CHMP1A"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"SNW1"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"LGALS8"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"ACIN1"	0	0	0	0	-0.38	0	0	0	0	0	0	0	0
"SCNM1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"FBXO7"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"DYNC1I2"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"NIPBL"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"TDG"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"PRPF8"	0	0	0	0	-0.42	0	0	0	0	0	0	0	0
"PSMC6"	0	0	0	0	-0.42	0	0	0	0	0	0	0	0
"ATP6V1D"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"BPTF"	0	0	0	0	-0.42	0	0	0	0	0.57	0	0	0
"MYLIP"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"AIMP1"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"SMARCA4"	0	0	0	0	-0.3	0	0	0	0	0.38	0	0	0
"SNRNP200"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"DCAF7"	0	0	0	0	-0.38	0	0	0	0.29	0	0	0	0
"ACTR10"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"SARNP"	0	0	0	0	-0.4	0	0.27	0	0.36	0	0	0	0
"NUP58"	0	0	0	0	-0.37	0	0	0	0	0	0.28	0	0
"NECAP2"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0.29
"MED28"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"CALCOCO2"	0	0	0	0	-0.45	0	0.27	0	0	-0.27	0	0	0
"IDH3B"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"ATP6V1E1"	0	0	0	0	-0.38	0	0	0	0	0.3	0	0	0
"SPPL2A"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"CELF1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"GSK3B"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"LYAR"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"RECQL"	0	0	0	0	-0.31	0	0.27	0	0.28	0	0	0	0
"BRE"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"EGLN2"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"DDX27"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"FAM32A"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"UBR4"	0	0	0	0	-0.31	0	0	0	0	0	0.26	0	0
"SNAPIN"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"DHX15"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"PRPF6"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"STAG2"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"C14orf119"	0	0	0	0	-0.4	0	0	0	0	0	0	0	0
"NIP7"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"THOC7"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"PML"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"RIF1"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"NDUFA10"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"VPS4B"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"RRP7A"	0	0	0	0	-0.37	0	0	0	0	0.28	0	0	0
"UBA1"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"RELA"	0	0	0	0	-0.38	0	0	0	0	0	0	0	0
"SMARCC1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"SLC6A6"	0	0	0	0	-0.27	0	0	0	0	0	0	0.33	0
"MORC3"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0.31
"CDC40"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"CDC5L"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"PPID"	0	0	0	0	-0.33	0	0.35	0	0	0	0	0	0
"SMC5"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"DECR1"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"SAFB"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"PSMD13"	0	0	0	0	-0.42	0	0	0	0	0	0	0	0
"C6orf1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"DESI2"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"UBAP2L"	0	0	0	0	-0.26	0	0	0	0	0	0	0	0
"HMGXB4"	0	0	0	0	-0.25	0	0	0	0.25	0	0	0	0
"EFR3A"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"AP1M1"	0	0	0	0	-0.29	0	0	0	0.37	0	0	0	0
"SNRNP70"	0	0	0	0	-0.45	0	0	0	0	0	0	0	0
"TRIM28"	0	0	0	0	-0.28	0	0	0	0	0	0	0.29	0
"TSC22D2"	0	0	0	0	-0.32	0	0	0	0	0	0.58	0.3	0
"SMU1"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"RAB35"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"SRRT"	0	0	0	0	-0.39	0	0.25	0	0.25	0	0	0	0
"PRPF38A"	0	0	0	0	-0.31	0	0	0	0	0.31	0	0	0
"DYNLT3"	0	0	0	0	-0.36	0.27	0	0	0	0	0	0	0
"RNF10"	0	0	0	0	-0.41	0	0	0	0	0	0	0	0
"DCP2"	0	0	0	0	-0.32	0	0	0	0.35	0.28	0	0	0.28
"BECN1"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"DCTN1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"TMEM261"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"ANO6"	0	0	0	0	-0.29	0.31	0	0	0	0	0	0	0
"DTD1"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"GGNBP2"	0	0	0	0	-0.42	0	0	0	0.31	0	0	0	0
"VPS72"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"SF3B3"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"PABPN1"	0	0	0	0	-0.36	0	0	0	0	0	0	0.3	0
"LYPLA2"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"COMMD8"	0	0	0	0	-0.29	0	0.25	0	0	0	0	0	0
"KDM5A"	0	0	0	0	-0.38	0	0	0	0	0	0	0	0
"HGS"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"USP39"	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
"ZFAND6"	0	0	0	0	-0.39	0	0	0	0	0.69	0	0	0
"ZNF106"	0	0	0	0	-0.3	0	0	0	0	0.3	0	0	0
"ZNF131"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"UBE2E1"	0	0	0	0	-0.32	0.46	0	0	0	0.33	0	0	0
"NDUFS4"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"LRRFIP2"	0	0	0	0	-0.37	0.27	0	0	0	0	0	0	0
"NAB1"	0	0	0	0	-0.28	0	0.36	0	0.28	0	0	0	0.26
"STK38"	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
"BDP1"	0	0	0	0	-0.38	0	0	0	0	0	0	0	0
"SDF2"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"RBM22"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"PPIL4"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"VTA1"	0	0	0	0	-0.26	0	0	0	0	0	0	0	0
"GPN1"	0	0	0	0	-0.26	0	0.25	0	0	0	0	0	0
"DDX18"	0	0	0	0	-0.44	0	0	0	0	0	0	0	0
"SPNS1"	0	0	0	0	-0.27	0	0	0	0	0	0.27	0	0
"RTCB"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"TRIP12"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"PUM1"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"MYEOV2"	0	0	0	0	-0.44	0	0	0	0	-0.27	0	0	0
"MARCH7"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"SMNDC1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"AGO2"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"TRAPPC4"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"NIN"	0	0	0	0	-0.29	0	0	0	0	0.69	0	0	0
"EFCAB14"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"ZC3H13"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"URM1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"MVB12A"	0	0	0	0	-0.29	0.28	0	0	0	-0.28	0	0	0
"CRK"	0	0	0	0	-0.26	0	0	0	0	0	0	0.3	0
"PRPF31"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"PRPF4B"	0	0	0	0	-0.4	0	0	0	0	0	0	0	0
"SBNO1"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"STX10"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"PFDN1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"WDR82"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"CEBPZ"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"SETX"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"C12orf10"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
"ABCF1"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"THUMPD1"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"IST1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"IPO7"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"BIRC6"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"COX14"	0	0	0	0	-0.43	0	0	0	0	0	0	0	0
"ILKAP"	0	0	0	0	-0.28	0	0	0	0.27	0	0	0	0
"HUWE1"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"DEDD"	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
"TMX1"	0	0	0	0	-0.38	0	0.28	0	0.26	0	0	0	0
"RAB18"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"ZFAND3"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"COPS2"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"SENP6"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"NUFIP2"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"AATF"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"FAM103A1"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"PAF1"	0	0	0	0	-0.37	0	0	0	0	0	0	0	0
"OAS3"	0	0	0	0	-0.26	0	0.25	0	0.3	0	0	0	0
"BAG6"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"DDB1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"CNOT8"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"GRHPR"	0	0	0	0	-0.36	0	0	0	0	0.58	0	0	0
"RPIA"	0	0	0	0	-0.26	0	0	0	0	0.32	0	0	0
"TMEM18"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"MECP2"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"MMP24-AS1"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"NCBP3"	0	0	0	0	-0.26	0	0	0	0	0	0	0	0
"SF3A3"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"GRPEL1"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"U2AF2"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"CLIP1"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"PRKAR2A"	0	0	0	0	-0.3	0	0	0	0	0	0	0	0
"DNAJB14"	0	0	0	0	-0.35	0	0	0	0	0	0	0	0
"SMARCC2"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"LAMTOR3"	0	0	0	0	-0.31	0	0	0	0	0	0	0	0
"SMAD2"	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
"INPP5F"	0	0	0	0	-0.25	0	0.36	0	0.28	0	0	0	0.33
"SMIM12"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"ZNF148"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"MAP4K5"	0	0	0	0	-0.26	0	0	0	0	0	0.25	0	0
"THOC2"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"MRPS18C"	0	0	0	0	-0.36	0	0	-0.26	0	0	0	0	0
"GTF2F1"	0	0	0	0	-0.34	0	0	0	0	0	0	0	0
"GNL1"	0	0	0	0	-0.33	0	0	0	0	0	0	0	0
"RLF"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"SETD2"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"COMMD5"	0	0	0	0	-0.27	0	0	0	0	0	0	0	0
"PSMD6"	0	0	0	0	-0.36	0	0	0	0	0	0	0	0
"REV3L"	0	0	0	0	-0.25	0	0	0	0	0	0	0	0
"SUGT1"	0	0	0	0	-0.39	0	0	0	0	0	0	0	0
"C1orf52"	0	0	0	0	-0.32	0	0	0	0	0	0	0	0
"FLII"	0	0	0	0	-0.28	0	0	0	0	0	0	0	0
"FBXL5"	0	0	0	0	-0.29	0	0	0	0.28	0	0	0	0
"CNOT1"	0	0	0	0	-0.29	0	0	0	0	0	0	0	0
